player_name,int_window_id,season,competition
Kane Leaupepe,EOY18,2018-2019,End of Year Internationals
Michele Campagnaro,EOY18,2018-2019,End of Year Internationals
Matt Lansdown,EOY18,2018-2019,End of Year Internationals
Reed Prinsep,EOY18,2018-2019,End of Year Internationals
Juan Echeverriá,EOY18,2018-2019,End of Year Internationals
Onehunga Havili,EOY18,2018-2019,End of Year Internationals
Johnny Gray,EOY18,2018-2019,End of Year Internationals
Tom Curry,EOY18,2018-2019,End of Year Internationals
Braam Steyn,EOY18,2018-2019,End of Year Internationals
Ian McKinley,EOY18,2018-2019,End of Year Internationals
Richard Wigglesworth,EOY18,2018-2019,End of Year Internationals
Siya Kolisi,EOY18,2018-2019,End of Year Internationals
Jack Conan,EOY18,2018-2019,End of Year Internationals
Frank Lomani,EOY18,2018-2019,End of Year Internationals
Manasa Saulo,EOY18,2018-2019,End of Year Internationals
Santiago García Botta,EOY18,2018-2019,End of Year Internationals
Ben Toolis,EOY18,2018-2019,End of Year Internationals
Rob Evans,EOY18,2018-2019,End of Year Internationals
Yu Tamura,EOY18,2018-2019,End of Year Internationals
Rikiya Matsuda,EOY18,2018-2019,End of Year Internationals
Nicola Quaglio,EOY18,2018-2019,End of Year Internationals
WP Nel,EOY18,2018-2019,End of Year Internationals
Charlie Ewels,EOY18,2018-2019,End of Year Internationals
Jake Polledri,EOY18,2018-2019,End of Year Internationals
Cheslin Kolbe,EOY18,2018-2019,End of Year Internationals
Angus Ta'avao,EOY18,2018-2019,End of Year Internationals
Steve Mafi,EOY18,2018-2019,End of Year Internationals
George Kruis,EOY18,2018-2019,End of Year Internationals
Ted Hill,EOY18,2018-2019,End of Year Internationals
Federico Favaro,EOY18,2018-2019,End of Year Internationals
Guglielmo Palazzani,EOY18,2018-2019,End of Year Internationals
Julián Montoya,EOY18,2018-2019,End of Year Internationals
Lood de Jager,EOY18,2018-2019,End of Year Internationals
Hanco Germishuys,EOY18,2018-2019,End of Year Internationals
Juan Manuel Gaminara,EOY18,2018-2019,End of Year Internationals
Ramiro Moyano,EOY18,2018-2019,End of Year Internationals
Maʻafu Fia,EOY18,2018-2019,End of Year Internationals
Latu Vaeno,EOY18,2018-2019,End of Year Internationals
Bautista Delguy,EOY18,2018-2019,End of Year Internationals
Stuart Hogg,EOY18,2018-2019,End of Year Internationals
Warren Whiteley,EOY18,2018-2019,End of Year Internationals
Ivan van Zyl,EOY18,2018-2019,End of Year Internationals
Tatafu Polota-Nau,EOY18,2018-2019,End of Year Internationals
Tyrel Lomax,EOY18,2018-2019,End of Year Internationals
Ngani Laumape,EOY18,2018-2019,End of Year Internationals
Waisake Naholo,EOY18,2018-2019,End of Year Internationals
Mariano Galarza,EOY18,2018-2019,End of Year Internationals
Owen Farrell,EOY18,2018-2019,End of Year Internationals
Mitchell Drummond,EOY18,2018-2019,End of Year Internationals
Aaron Wainwright,EOY18,2018-2019,End of Year Internationals
Jackson Hemopo,EOY18,2018-2019,End of Year Internationals
Gareth Anscombe,EOY18,2018-2019,End of Year Internationals
Folau Fainga'a,EOY18,2018-2019,End of Year Internationals
Dave Kilcoyne,EOY18,2018-2019,End of Year Internationals
Jack Goodhue,EOY18,2018-2019,End of Year Internationals
Bryn Hall,EOY18,2018-2019,End of Year Internationals
Matias Alemanno,EOY18,2018-2019,End of Year Internationals
Josh Strauss,EOY18,2018-2019,End of Year Internationals
Eroni Mawi,EOY18,2018-2019,End of Year Internationals
Timothy Lafaele,EOY18,2018-2019,End of Year Internationals
Leva Fifita,EOY18,2018-2019,End of Year Internationals
Damian Penaud,EOY18,2018-2019,End of Year Internationals
Leandro Segredo,EOY18,2018-2019,End of Year Internationals
Stuart McInally,EOY18,2018-2019,End of Year Internationals
Siale Piutau,EOY18,2018-2019,End of Year Internationals
Handré Pollard,EOY18,2018-2019,End of Year Internationals
Adam Beard,EOY18,2018-2019,End of Year Internationals
Jake Ball,EOY18,2018-2019,End of Year Internationals
Jordan Larmour,EOY18,2018-2019,End of Year Internationals
Nodar Tcheishvili,EOY18,2018-2019,End of Year Internationals
Guilhem Guirado,EOY18,2018-2019,End of Year Internationals
Carlo Canna,EOY18,2018-2019,End of Year Internationals
James Ryan,EOY18,2018-2019,End of Year Internationals
Rob Herring,EOY18,2018-2019,End of Year Internationals
Matt Todd,EOY18,2018-2019,End of Year Internationals
Alex Lozowski,EOY18,2018-2019,End of Year Internationals
Manu Leiataua,EOY18,2018-2019,End of Year Internationals
Keith Earls,EOY18,2018-2019,End of Year Internationals
Sebastian Negri,EOY18,2018-2019,End of Year Internationals
Jordan Lay,EOY18,2018-2019,End of Year Internationals
Brad Shields,EOY18,2018-2019,End of Year Internationals
Ash Dixon,EOY18,2018-2019,End of Year Internationals
Jonah Lowe,EOY18,2018-2019,End of Year Internationals
Rieko Ioane,EOY18,2018-2019,End of Year Internationals
Antoine Dupont,EOY18,2018-2019,End of Year Internationals
Codie Taylor,EOY18,2018-2019,End of Year Internationals
Giulio Bisegni,EOY18,2018-2019,End of Year Internationals
Mat Luamanu,EOY18,2018-2019,End of Year Internationals
Juan Rombys,EOY18,2018-2019,End of Year Internationals
TJ Perenara,EOY18,2018-2019,End of Year Internationals
Leigh Halfpenny,EOY18,2018-2019,End of Year Internationals
Dominiko Waqaniburotu,EOY18,2018-2019,End of Year Internationals
Alivereti Veitokani,EOY18,2018-2019,End of Year Internationals
Bongi Mbonambi,EOY18,2018-2019,End of Year Internationals
Adam Coleman,EOY18,2018-2019,End of Year Internationals
Josh Adams,EOY18,2018-2019,End of Year Internationals
Tomas Francis,EOY18,2018-2019,End of Year Internationals
Michael Faleafa,EOY18,2018-2019,End of Year Internationals
Vunga Lilo,EOY18,2018-2019,End of Year Internationals
Asaeli Ai Valu,EOY18,2018-2019,End of Year Internationals
Josh Ioane,EOY18,2018-2019,End of Year Internationals
Henry Slade,EOY18,2018-2019,End of Year Internationals
Tommaso Castello,EOY18,2018-2019,End of Year Internationals
Karl Tu'inukuafe,EOY18,2018-2019,End of Year Internationals
Cory Hill,EOY18,2018-2019,End of Year Internationals
Albert Tuisue,EOY18,2018-2019,End of Year Internationals
Jack Maddocks,EOY18,2018-2019,End of Year Internationals
Johnny Sexton,EOY18,2018-2019,End of Year Internationals
Stefano Giantorno,EOY18,2018-2019,End of Year Internationals
Alex Dunbar,EOY18,2018-2019,End of Year Internationals
Ryan Elias,EOY18,2018-2019,End of Year Internationals
Matt Proctor,EOY18,2018-2019,End of Year Internationals
Yoann Maestri,EOY18,2018-2019,End of Year Internationals
Soso Matiashvili,EOY18,2018-2019,End of Year Internationals
Piula Faʻasalele,EOY18,2018-2019,End of Year Internationals
Liam Squire,EOY18,2018-2019,End of Year Internationals
Daniel Sancery,EOY18,2018-2019,End of Year Internationals
Ofa Tu'ungafasi,EOY18,2018-2019,End of Year Internationals
Josh van der Flier,EOY18,2018-2019,End of Year Internationals
John Ryan,EOY18,2018-2019,End of Year Internationals
Leandro Leivas,EOY18,2018-2019,End of Year Internationals
Facundo Gattas,EOY18,2018-2019,End of Year Internationals
Germán Kessler,EOY18,2018-2019,End of Year Internationals
Santiago Medrano,EOY18,2018-2019,End of Year Internationals
Danny Care,EOY18,2018-2019,End of Year Internationals
Mitchell Karpik,EOY18,2018-2019,End of Year Internationals
Liam Williams,EOY18,2018-2019,End of Year Internationals
Mattia Bellini,EOY18,2018-2019,End of Year Internationals
Allan Alaalatoa,EOY18,2018-2019,End of Year Internationals
Sam Ulufonua,EOY18,2018-2019,End of Year Internationals
Samu Manoa,EOY18,2018-2019,End of Year Internationals
Finn Russell,EOY18,2018-2019,End of Year Internationals
Rory Arnold,EOY18,2018-2019,End of Year Internationals
Luiz Vieira,EOY18,2018-2019,End of Year Internationals
Matteo Dell’Acqua,EOY18,2018-2019,End of Year Internationals
Leon Brown,EOY18,2018-2019,End of Year Internationals
Greig Laidlaw,EOY18,2018-2019,End of Year Internationals
Pierre Bourgarit,6N19,2018-2019,6 Nations
Yoann Huget,6N19,2018-2019,6 Nations
Joe Launchbury,6N19,2018-2019,6 Nations
Michele Campagnaro,6N19,2018-2019,6 Nations
Luca Sperandio,6N19,2018-2019,6 Nations
Andrew Porter,6N19,2018-2019,6 Nations
Tom Curry,6N19,2018-2019,6 Nations
Braam Steyn,6N19,2018-2019,6 Nations
Ian McKinley,6N19,2018-2019,6 Nations
Zander Fagerson,6N19,2018-2019,6 Nations
Rory Best,6N19,2018-2019,6 Nations
Tommy Seymour,6N19,2018-2019,6 Nations
Hallam Amos,6N19,2018-2019,6 Nations
Wenceslas Lauret,6N19,2018-2019,6 Nations
Kyle Sinckler,6N19,2018-2019,6 Nations
Demba Bamba,6N19,2018-2019,6 Nations
Seán Cronin,6N19,2018-2019,6 Nations
Jack Conan,6N19,2018-2019,6 Nations
Andrea Lovotti,6N19,2018-2019,6 Nations
Jimmy Tuivaiti,6N19,2018-2019,6 Nations
Ben Toolis,6N19,2018-2019,6 Nations
Quinn Roux,6N19,2018-2019,6 Nations
Ben Te'o,6N19,2018-2019,6 Nations
Jamie George,6N19,2018-2019,6 Nations
Rob Evans,6N19,2018-2019,6 Nations
Alex Allan,6N19,2018-2019,6 Nations
Angelo Esposito,6N19,2018-2019,6 Nations
Darcy Graham,6N19,2018-2019,6 Nations
Baptiste Serin,6N19,2018-2019,6 Nations
Dan Robson,6N19,2018-2019,6 Nations
Billy Vunipola,6N19,2018-2019,6 Nations
Nicola Quaglio,6N19,2018-2019,6 Nations
WP Nel,6N19,2018-2019,6 Nations
Mark Wilson,6N19,2018-2019,6 Nations
Jake Polledri,6N19,2018-2019,6 Nations
Tommaso Benvenuti,6N19,2018-2019,6 Nations
Nathan Hughes,6N19,2018-2019,6 Nations
Gary Graham,6N19,2018-2019,6 Nations
George Kruis,6N19,2018-2019,6 Nations
Sam Johnson,6N19,2018-2019,6 Nations
Alessandro Zanni,6N19,2018-2019,6 Nations
Owen Watkin,6N19,2018-2019,6 Nations
D'Arcy Rae,6N19,2018-2019,6 Nations
Kieran Marmion,6N19,2018-2019,6 Nations
Simon Berghan,6N19,2018-2019,6 Nations
Jonny Gray,6N19,2018-2019,6 Nations
Hamish Watson,6N19,2018-2019,6 Nations
Étienne Falgoux,6N19,2018-2019,6 Nations
Jordi Murphy,6N19,2018-2019,6 Nations
Camille Lopez,6N19,2018-2019,6 Nations
Guglielmo Palazzani,6N19,2018-2019,6 Nations
Bundee Aki,6N19,2018-2019,6 Nations
Anthony Belleau,6N19,2018-2019,6 Nations
Chris Harris,6N19,2018-2019,6 Nations
Andrew Conway,6N19,2018-2019,6 Nations
Magnus Bradbury,6N19,2018-2019,6 Nations
Jonny May,6N19,2018-2019,6 Nations
John Cooney,6N19,2018-2019,6 Nations
George North,6N19,2018-2019,6 Nations
Ali Price,6N19,2018-2019,6 Nations
Stuart Hogg,6N19,2018-2019,6 Nations
Joe Cokanasiga,6N19,2018-2019,6 Nations
Sébastien Vahaamahina,6N19,2018-2019,6 Nations
Sean Maitland,6N19,2018-2019,6 Nations
Uini Atonio,6N19,2018-2019,6 Nations
Samson Lee,6N19,2018-2019,6 Nations
Elliot Daly,6N19,2018-2019,6 Nations
Jack McGrath,6N19,2018-2019,6 Nations
Josh Navidi,6N19,2018-2019,6 Nations
Cian Healy,6N19,2018-2019,6 Nations
Courtney Lawes,6N19,2018-2019,6 Nations
Wesley Fofana,6N19,2018-2019,6 Nations
Jefferson Poirot,6N19,2018-2019,6 Nations
Owen Farrell,6N19,2018-2019,6 Nations
Tomos Williams,6N19,2018-2019,6 Nations
Aaron Wainwright,6N19,2018-2019,6 Nations
Ultan Dillane,6N19,2018-2019,6 Nations
Gareth Anscombe,6N19,2018-2019,6 Nations
Blair Kinghorn,6N19,2018-2019,6 Nations
Rob Harley,6N19,2018-2019,6 Nations
Jack Carty,6N19,2018-2019,6 Nations
Edoardo Gori,6N19,2018-2019,6 Nations
Luca Morisi,6N19,2018-2019,6 Nations
Huw Jones,6N19,2018-2019,6 Nations
Fraser Brown,6N19,2018-2019,6 Nations
Byron McGuigan,6N19,2018-2019,6 Nations
Morgan Parra,6N19,2018-2019,6 Nations
Mako Vunipola,6N19,2018-2019,6 Nations
Dave Kilcoyne,6N19,2018-2019,6 Nations
Joey Carbery,6N19,2018-2019,6 Nations
Luca Bigi,6N19,2018-2019,6 Nations
Ben Spencer,6N19,2018-2019,6 Nations
Conor Murray,6N19,2018-2019,6 Nations
Josh Strauss,6N19,2018-2019,6 Nations
Jack Nowell,6N19,2018-2019,6 Nations
Damian Penaud,6N19,2018-2019,6 Nations
Ken Owens,6N19,2018-2019,6 Nations
Adam Hastings,6N19,2018-2019,6 Nations
Tadhg Furlong,6N19,2018-2019,6 Nations
Stuart McInally,6N19,2018-2019,6 Nations
Sam Skinner,6N19,2018-2019,6 Nations
Nick Grigg,6N19,2018-2019,6 Nations
Adam Beard,6N19,2018-2019,6 Nations
Marco Zanon,6N19,2018-2019,6 Nations
Jake Ball,6N19,2018-2019,6 Nations
Grégory Alldritt,6N19,2018-2019,6 Nations
Jordan Larmour,6N19,2018-2019,6 Nations
Guilhem Guirado,6N19,2018-2019,6 Nations
James Ryan,6N19,2018-2019,6 Nations
Devin Toner,6N19,2018-2019,6 Nations
Nicky Smith,6N19,2018-2019,6 Nations
Keith Earls,6N19,2018-2019,6 Nations
Chris Ashton,6N19,2018-2019,6 Nations
Alun Wyn Jones,6N19,2018-2019,6 Nations
David Sisi,6N19,2018-2019,6 Nations
Sebastian Negri,6N19,2018-2019,6 Nations
Elliot Dee,6N19,2018-2019,6 Nations
Félix Lambey,6N19,2018-2019,6 Nations
Brad Shields,6N19,2018-2019,6 Nations
Ben Youngs,6N19,2018-2019,6 Nations
Chris Farrell,6N19,2018-2019,6 Nations
Antoine Dupont,6N19,2018-2019,6 Nations
Dave Sisi,6N19,2018-2019,6 Nations
Peter Horne,6N19,2018-2019,6 Nations
Ben Moon,6N19,2018-2019,6 Nations
Mathieu Bastareaud,6N19,2018-2019,6 Nations
Peter O'Mahony,6N19,2018-2019,6 Nations
Garry Ringrose,6N19,2018-2019,6 Nations
Hadleigh Parkes,6N19,2018-2019,6 Nations
Yacouba Camara,6N19,2018-2019,6 Nations
Federico Ruzza,6N19,2018-2019,6 Nations
Sergio Parisse,6N19,2018-2019,6 Nations
Dorian Aldegheri,6N19,2018-2019,6 Nations
Simone Ferrari,6N19,2018-2019,6 Nations
Dan Biggar,6N19,2018-2019,6 Nations
Thomas Ramos,6N19,2018-2019,6 Nations
Gareth Davies,6N19,2018-2019,6 Nations
Josh Adams,6N19,2018-2019,6 Nations
Tomas Francis,6N19,2018-2019,6 Nations
Wyn Jones,6N19,2018-2019,6 Nations
Manu Tuilagi,6N19,2018-2019,6 Nations
Seán O'Brien,6N19,2018-2019,6 Nations
Luke Cowan-Dickie,6N19,2018-2019,6 Nations
Camille Chat,6N19,2018-2019,6 Nations
Paul Gabrillagues,6N19,2018-2019,6 Nations
Henry Slade,6N19,2018-2019,6 Nations
Dan Cole,6N19,2018-2019,6 Nations
Tommaso Castello,6N19,2018-2019,6 Nations
Cory Hill,6N19,2018-2019,6 Nations
Jamie Ritchie,6N19,2018-2019,6 Nations
Harry Williams,6N19,2018-2019,6 Nations
Johnny Sexton,6N19,2018-2019,6 Nations
Maro Itoje,6N19,2018-2019,6 Nations
Edoardo Padovani,6N19,2018-2019,6 Nations
George Ford,6N19,2018-2019,6 Nations
Julien Marchand,6N19,2018-2019,6 Nations
Jayden Hayward,6N19,2018-2019,6 Nations
Ryan Elias,6N19,2018-2019,6 Nations
Leonardo Ghiraldini,6N19,2018-2019,6 Nations
Niall Scannell,6N19,2018-2019,6 Nations
Jonah Holmes,6N19,2018-2019,6 Nations
Iain Henderson,6N19,2018-2019,6 Nations
Arthur Iturria,6N19,2018-2019,6 Nations
Allan Dell,6N19,2018-2019,6 Nations
Robbie Henshaw,6N19,2018-2019,6 Nations
Josh van der Flier,6N19,2018-2019,6 Nations
John Ryan,6N19,2018-2019,6 Nations
Geoffrey Doumayrou,6N19,2018-2019,6 Nations
Paul Willemse,6N19,2018-2019,6 Nations
Gordon Reid,6N19,2018-2019,6 Nations
Maxime Mbanda,6N19,2018-2019,6 Nations
Dean Budd,6N19,2018-2019,6 Nations
CJ Stander,6N19,2018-2019,6 Nations
Ryan Wilson,6N19,2018-2019,6 Nations
Ellis Genge,6N19,2018-2019,6 Nations
Liam Williams,6N19,2018-2019,6 Nations
Justin Tipuric,6N19,2018-2019,6 Nations
Gaël Fickou,6N19,2018-2019,6 Nations
Jamie Bhatti,6N19,2018-2019,6 Nations
Tito Tebaldi,6N19,2018-2019,6 Nations
Jake Kerr,6N19,2018-2019,6 Nations
Maxime Médard,6N19,2018-2019,6 Nations
Louis Picamoles,6N19,2018-2019,6 Nations
Tiziano Pasquali,6N19,2018-2019,6 Nations
Jonathan Davies,6N19,2018-2019,6 Nations
Finn Russell,6N19,2018-2019,6 Nations
Dillon Lewis,6N19,2018-2019,6 Nations
Romain Ntamack,6N19,2018-2019,6 Nations
Ross Moriarty,6N19,2018-2019,6 Nations
Cherif Traorè,6N19,2018-2019,6 Nations
Tommaso Allan,6N19,2018-2019,6 Nations
Aled Davies,6N19,2018-2019,6 Nations
Rob Kearney,6N19,2018-2019,6 Nations
Marco Barbini,6N19,2018-2019,6 Nations
Jacob Stockdale,6N19,2018-2019,6 Nations
Dany Priso,6N19,2018-2019,6 Nations
Thomas Young,6N19,2018-2019,6 Nations
Tadhg Beirne,6N19,2018-2019,6 Nations
Grant Gilchrist,6N19,2018-2019,6 Nations
Greig Laidlaw,6N19,2018-2019,6 Nations
Greg Holmes,RC21,2021-2022,Rugby Championship
Sevu Reece,RC21,2021-2022,Rugby Championship
Domingo Miotti,RC21,2021-2022,Rugby Championship
Len Ikitau,RC21,2021-2022,Rugby Championship
Tomas Lavanini,RC21,2021-2022,Rugby Championship
Facundo Bosch,RC21,2021-2022,Rugby Championship
Akira Ioane,RC21,2021-2022,Rugby Championship
Lukhan Salakaia-Loto,RC21,2021-2022,Rugby Championship
Siya Kolisi,RC21,2021-2022,Rugby Championship
Damian de Allende,RC21,2021-2022,Rugby Championship
Nahuel Tetaz Chaparro,RC21,2021-2022,Rugby Championship
Trevor Nyakane,RC21,2021-2022,Rugby Championship
Santiago Cordero,RC21,2021-2022,Rugby Championship
Marika Koroibete,RC21,2021-2022,Rugby Championship
Brad Weber,RC21,2021-2022,Rugby Championship
Samu Kerevi,RC21,2021-2022,Rugby Championship
Luke Jacobson,RC21,2021-2022,Rugby Championship
Jaden Hendrikse,RC21,2021-2022,Rugby Championship
Santiago Chocobares,RC21,2021-2022,Rugby Championship
Jerónimo de la Fuente,RC21,2021-2022,Rugby Championship
Scott Barrett,RC21,2021-2022,Rugby Championship
Cheslin Kolbe,RC21,2021-2022,Rugby Championship
Francisco Gomez Kodela,RC21,2021-2022,Rugby Championship
Angus Ta'avao,RC21,2021-2022,Rugby Championship
Jordie Barrett,RC21,2021-2022,Rugby Championship
George Bower,RC21,2021-2022,Rugby Championship
Ox Nché,RC21,2021-2022,Rugby Championship
Reece Hodge,RC21,2021-2022,Rugby Championship
Kwagga Smith,RC21,2021-2022,Rugby Championship
Quinn Tupaea,RC21,2021-2022,Rugby Championship
Marvin Orie,RC21,2021-2022,Rugby Championship
Patrick Tuipulotu,RC21,2021-2022,Rugby Championship
Hoskins Sotutu,RC21,2021-2022,Rugby Championship
Julián Montoya,RC21,2021-2022,Rugby Championship
Lood de Jager,RC21,2021-2022,Rugby Championship
Quade Cooper,RC21,2021-2022,Rugby Championship
Joe Moody,RC21,2021-2022,Rugby Championship
Bautista Delguy,RC21,2021-2022,Rugby Championship
Mateo Carreras,RC21,2021-2022,Rugby Championship
Will Jordan,RC21,2021-2022,Rugby Championship
Dan du Preez,RC21,2021-2022,Rugby Championship
Malcolm Marx,RC21,2021-2022,Rugby Championship
François Steyn,RC21,2021-2022,Rugby Championship
George Bridge,RC21,2021-2022,Rugby Championship
Rob Valetini,RC21,2021-2022,Rugby Championship
Andrew Kellaway,RC21,2021-2022,Rugby Championship
Tyrel Lomax,RC21,2021-2022,Rugby Championship
